QuarterID,GameID,Number,Name,AwayScore,HomeScore
55986,14307,2,2,21,14
55987,14307,3,3,19,29
55988,14307,4,4,32,29
55989,14308,1,1,20,26
55990,14308,2,2,27,32
55991,14308,3,3,24,24
55992,14308,4,4,31,27
55993,14307,5,OT,15,8
55994,14309,1,1,23,31
55995,14309,2,2,21,23
55996,14309,3,3,25,36
55997,14309,4,4,30,30
55998,14310,1,1,21,29
55999,14310,2,2,20,24
56000,14310,3,3,23,23
56001,14310,4,4,34,24
56002,14311,1,1,30,29
56003,14311,2,2,40,35
56004,14311,3,3,26,15
56005,14311,4,4,16,20
56006,14312,1,1,23,27
56007,14312,2,2,29,31
56008,14312,3,3,21,27
56009,14312,4,4,25,13
56010,14313,1,1,19,29
56011,14313,2,2,37,19
56012,14313,3,3,26,26
56013,14313,4,4,26,30
56014,14315,1,1,32,27
