QuarterID,GameID,Number,Name,AwayScore,HomeScore
64840,16846,2,2,20,29
64841,16846,3,3,22,27
64842,16846,4,4,23,30
64843,16847,1,1,25,30
64844,16847,2,2,24,34
64845,16847,3,3,21,27
64846,16847,4,4,26,22
64847,16849,1,1,34,28
64848,16849,2,2,33,36
64849,16849,3,3,31,12
64850,16849,4,4,11,28
64851,16848,1,1,34,32
64852,16848,2,2,31,29
64853,16848,3,3,20,41
64854,16848,4,4,28,25
64855,16845,5,OT,5,12
64856,16850,1,1,26,29
64857,16850,2,2,34,32
64858,16850,3,3,27,33
64859,16850,4,4,28,21
64860,16850,5,OT,8,11
64861,16851,1,1,30,39
64862,16851,2,2,31,19
64863,16851,3,3,30,35
64864,16851,4,4,27,16
64865,16852,1,1,28,30
64866,16852,2,2,22,32
64867,16852,3,3,30,33
64868,16852,4,4,18,15
64869,16853,1,1,26,33
64870,16853,2,2,29,23
64871,16853,3,3,24,27
64872,16853,4,4,30,34
64873,16855,1,1,28,23
64874,16855,2,2,37,30
64875,16855,3,3,29,22
64876,16855,4,4,29,15
64877,16854,1,1,24,22
64878,16854,2,2,20,27
64879,16854,3,3,24,25
64880,16854,4,4,29,20
64881,16856,1,1,25,33
64882,16856,2,2,21,29
64883,16856,3,3,22,18
64884,16856,4,4,20,24
64885,16858,1,1,31,22
64886,16858,2,2,20,20
64887,16858,3,3,31,24
64888,16858,4,4,30,34
64889,16857,1,1,23,21
64890,16857,2,2,26,29
64891,16857,3,3,33,29
64892,16857,4,4,30,25
64893,16860,1,1,33,32
64894,16859,1,1,28,29
64895,16861,1,1,34,36
64896,16860,2,2,21,29
64897,16860,3,3,26,34
64898,16860,4,4,27,22
64899,16861,2,2,26,16
64900,16861,3,3,21,26
64901,16861,4,4,37,30
64902,16859,2,2,28,19
64903,16859,3,3,29,23
64904,16859,4,4,23,29
64905,16862,1,1,20,34
64906,16862,2,2,34,37
64907,16862,3,3,33,33
64908,16862,4,4,30,32
64909,16863,1,1,20,23
64910,16863,2,2,24,21
64911,16863,3,3,21,25
64912,16863,4,4,33,32
64913,16864,1,1,26,27
64914,16864,2,2,21,33
64915,16864,3,3,30,27
64916,16864,4,4,32,32
64917,16865,1,1,28,31
64918,16865,2,2,26,38
64919,16865,3,3,30,24
64920,16865,4,4,26,30
64921,16866,1,1,25,28
64922,16866,2,2,32,27
64923,16866,3,3,29,27
64924,16866,4,4,26,30
64925,16866,5,OT,5,8
64926,16867,1,1,27,30
64927,16867,2,2,25,27
64928,16867,3,3,29,21
64929,16867,4,4,34,31
64930,16868,1,1,32,30
64931,16868,2,2,28,21
64932,16868,3,3,25,26
64933,16868,4,4,26,23
64934,16869,1,1,40,25
64935,16869,2,2,18,31
64936,16869,3,3,20,30
64937,16869,4,4,31,26
64938,16870,1,1,34,18
64939,16870,2,2,21,28
64940,16870,3,3,21,34
64941,16870,4,4,20,24
64942,16872,1,1,18,24
64943,16872,2,2,23,28
64944,16872,3,3,11,22
64945,16872,4,4,26,24
64946,16871,1,1,30,30
64947,16871,2,2,25,21
64948,16871,3,3,26,37
64949,16871,4,4,27,20
64950,16876,1,1,36,23
64951,16873,1,1,33,25
64952,16876,2,2,26,20
64953,16876,3,3,30,21
64954,16876,4,4,27,30
64955,16873,2,2,33,34
64956,16873,3,3,29,24
64957,16873,4,4,25,29
64958,16875,1,1,23,16
64959,16875,2,2,39,32
64960,16875,3,3,24,29
64961,16875,4,4,17,28
64962,16874,1,1,30,27
64963,16874,2,2,25,18
64964,16874,3,3,26,22
64965,16874,4,4,23,25
