StatID,TeamID,SeasonType,Season,Name,Team,Wins,Losses,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
1005657,3,2,2023,Atlanta Hawks,ATL,2,2,4,822.40,961,26,163.00,348.00,46.8,116.00,227.00,51.1,47.00,121.00,38.8,78.00,99.00,78.8,34.00,143.00,177.00,90.00,21.00,15.00,48.00,82.00,451.00,858.40,878.75,25.00,0.00,0.00
1011173,3,1,2023,Atlanta Hawks,ATL,27,28,55,11920.00,13324,52,2414.00,5042.00,47.9,1828.00,3357.00,54.5,586.00,1685.00,34.8,973.00,1193.00,81.6,570.00,1830.00,2400.00,1352.00,381.00,270.00,677.00,1057.00,6387.00,12571.00,12787.00,-110.00,76.00,1.00
1011194,8,1,2023,Brooklyn Nets,BKN,32,22,54,11629.30,12966,10,2303.00,4551.00,50.6,1632.00,2840.00,57.5,671.00,1711.00,39.2,900.00,1136.00,79.2,415.00,1759.00,2174.00,1403.00,376.00,362.00,737.00,1185.00,6177.00,12367.30,12503.50,485.00,37.00,3.00
1004104,8,2,2023,Brooklyn Nets,BKN,2,2,4,806.90,960,0,145.00,324.00,44.8,106.00,198.00,53.5,39.00,126.00,31.0,78.00,106.00,73.6,33.00,144.00,177.00,97.00,39.00,23.00,82.00,94.00,407.00,868.90,877.75,-140.00,1.00,0.00
1010178,9,1,2023,Boston Celtics,BOS,39,16,55,12139.00,13374,52,2290.00,4834.00,47.4,1433.00,2543.00,56.4,857.00,2291.00,37.4,1019.00,1231.00,82.8,523.00,1952.00,2475.00,1438.00,341.00,294.00,714.00,1041.00,6456.00,12774.00,13121.75,1645.00,47.00,1.00
1003291,9,2,2023,Boston Celtics,BOS,2,2,4,917.90,1010,0,171.00,363.00,47.1,95.00,166.00,57.2,76.00,197.00,38.6,81.00,98.00,82.7,39.00,163.00,202.00,123.00,17.00,15.00,72.00,101.00,499.00,949.90,1005.00,205.00,2.00,0.00
1003292,2,2,2023,Charlotte Hornets,CHA,0,5,5,983.40,1200,0,184.00,462.00,39.8,148.00,305.00,48.5,36.00,157.00,22.9,90.00,130.00,69.2,71.00,166.00,237.00,92.00,43.00,31.00,81.00,108.00,494.00,1057.40,1053.75,-445.00,0.00,0.00
1011189,2,1,2023,Charlotte Hornets,CHA,15,41,56,12103.40,13591,35,2338.00,5175.00,45.2,1740.00,3312.00,52.5,598.00,1863.00,32.1,991.00,1322.00,75.0,673.00,1844.00,2517.00,1402.00,452.00,274.00,737.00,1172.00,6265.00,12829.40,12976.25,-1876.00,49.00,2.00
1011191,11,1,2023,Chicago Bulls,CHI,26,28,54,11530.70,13086,0,2306.00,4703.00,49.0,1735.00,3140.00,55.3,571.00,1563.00,36.5,991.00,1220.00,81.2,459.00,1847.00,2306.00,1323.00,412.00,249.00,717.00,1054.00,6174.00,12191.70,12360.50,135.00,45.00,1.00
1004783,11,2,2023,Chicago Bulls,CHI,3,1,4,931.40,960,0,186.00,351.00,53.0,139.00,233.00,59.7,47.00,118.00,39.8,79.00,94.00,84.0,38.00,149.00,187.00,120.00,33.00,20.00,77.00,92.00,498.00,984.40,1005.75,270.00,2.00,0.00
1005201,12,2,2023,Cleveland Cavaliers,CLE,1,3,4,820.70,960,0,151.00,342.00,44.2,103.00,219.00,47.0,48.00,123.00,39.0,72.00,97.00,74.2,37.00,139.00,176.00,91.00,30.00,25.00,59.00,89.00,422.00,875.70,887.50,-85.00,3.00,0.00
1011174,12,1,2023,Cleveland Cavaliers,CLE,35,22,57,11933.00,13843,9,2345.00,4815.00,48.7,1685.00,3015.00,55.9,660.00,1800.00,36.7,1023.00,1319.00,77.6,547.00,1858.00,2405.00,1422.00,395.00,248.00,745.00,1067.00,6373.00,12576.00,12853.25,1601.00,65.00,0.00
1011184,25,1,2023,Dallas Mavericks,DAL,30,26,56,11264.80,13596,14,2190.00,4651.00,47.1,1369.00,2390.00,57.3,821.00,2261.00,36.3,1099.00,1475.00,74.5,445.00,1729.00,2174.00,1234.00,369.00,216.00,665.00,1172.00,6300.00,11849.80,12197.50,199.00,39.00,10.00
1005202,25,2,2023,Dallas Mavericks,DAL,2,1,3,618.50,720,0,108.00,248.00,43.5,61.00,113.00,54.0,47.00,135.00,34.8,55.00,71.00,77.5,18.00,97.00,115.00,73.00,36.00,15.00,49.00,69.00,318.00,669.50,675.25,55.00,2.00,0.00
1004102,20,2,2023,Denver Nuggets,DEN,3,2,5,995.40,1200,0,202.00,410.00,49.3,147.00,266.00,55.3,55.00,144.00,38.2,107.00,144.00,74.3,46.00,151.00,197.00,104.00,39.00,19.00,79.00,106.00,566.00,1053.40,1072.25,-45.00,0.00,0.00
1011192,20,1,2023,Denver Nuggets,DEN,38,17,55,12210.30,13250,7,2419.00,4738.00,51.1,1744.00,3038.00,57.4,675.00,1700.00,39.7,942.00,1257.00,74.9,543.00,1806.00,2349.00,1591.00,423.00,244.00,784.00,1062.00,6455.00,12877.30,13199.75,1207.00,57.00,21.00
1011193,14,1,2023,Detroit Pistons,DET,14,42,56,11430.20,13514,53,2218.00,4890.00,45.4,1556.00,3030.00,51.4,662.00,1860.00,35.6,1161.00,1503.00,77.2,613.00,1748.00,2361.00,1268.00,412.00,207.00,802.00,1248.00,6259.00,12049.20,12338.75,-2180.00,39.00,0.00
1004784,14,2,2023,Detroit Pistons,DET,0,4,4,789.70,979,46,142.00,357.00,39.8,87.00,178.00,48.9,55.00,179.00,30.7,78.00,100.00,78.0,44.00,147.00,191.00,91.00,19.00,23.00,77.00,106.00,417.00,831.70,865.25,-281.00,0.00,0.00
1010179,26,1,2023,Golden State Warriors,GS,28,27,55,12189.50,13324,12,2364.00,4958.00,47.7,1448.00,2581.00,56.1,916.00,2377.00,38.5,874.00,1107.00,79.0,547.00,1873.00,2420.00,1635.00,385.00,209.00,873.00,1217.00,6518.00,12783.50,13254.50,60.00,32.00,1.00
1002671,26,2,2023,Golden State Warriors,GS,3,2,5,1041.40,1233,37,194.00,415.00,46.7,128.00,234.00,54.7,66.00,181.00,36.5,110.00,143.00,76.9,55.00,177.00,232.00,110.00,41.00,17.00,82.00,128.00,564.00,1099.40,1127.00,188.00,0.00,0.00
1003456,22,2,2023,Houston Rockets,HOU,3,1,4,915.10,960,0,174.00,363.00,47.9,112.00,215.00,52.1,62.00,148.00,41.9,72.00,98.00,73.5,57.00,156.00,213.00,101.00,34.00,18.00,78.00,96.00,482.00,967.10,998.75,270.00,2.00,0.00
1011187,22,1,2023,Houston Rockets,HOU,13,42,55,11438.30,13249,51,2204.00,4855.00,45.4,1598.00,3017.00,53.0,606.00,1838.00,33.0,1057.00,1403.00,75.3,723.00,1841.00,2564.00,1239.00,386.00,275.00,890.00,1127.00,6071.00,12099.30,12379.00,-2145.00,39.00,2.00
1011185,13,1,2023,Indiana Pacers,IND,25,31,56,12197.90,13465,24,2298.00,5011.00,45.9,1524.00,2878.00,53.0,774.00,2133.00,36.3,1049.00,1318.00,79.6,563.00,1789.00,2352.00,1477.00,444.00,331.00,809.00,1205.00,6419.00,12972.90,13204.50,-646.00,63.00,1.00
1005203,13,2,2023,Indiana Pacers,IND,2,2,4,899.40,960,0,169.00,366.00,46.2,129.00,232.00,55.6,40.00,134.00,29.9,81.00,101.00,80.2,43.00,144.00,187.00,108.00,27.00,32.00,64.00,99.00,459.00,958.40,960.75,45.00,0.00,0.00
1004103,28,2,2023,Los Angeles Clippers,LAC,1,2,3,653.40,720,0,111.00,250.00,44.4,69.00,141.00,48.9,42.00,109.00,38.5,70.00,85.00,82.4,20.00,107.00,127.00,76.00,31.00,22.00,53.00,67.00,334.00,706.40,707.25,-40.00,0.00,0.00
1011862,28,1,2023,Los Angeles Clippers,LAC,31,27,58,12008.30,13994,55,2325.00,4976.00,46.7,1592.00,3034.00,52.5,733.00,1942.00,37.7,1059.00,1370.00,77.3,581.00,1958.00,2539.00,1315.00,397.00,268.00,783.00,1135.00,6442.00,12673.30,12947.25,63.00,34.00,1.00
1010180,27,1,2023,Los Angeles Lakers,LAL,25,30,55,11985.10,13374,42,2382.00,4939.00,48.2,1803.00,3227.00,55.9,579.00,1712.00,33.8,1111.00,1428.00,77.8,526.00,1952.00,2478.00,1387.00,360.00,251.00,745.00,1019.00,6454.00,12596.10,12886.50,-355.00,67.00,5.00
1004096,27,2,2023,Los Angeles Lakers,LAL,1,5,6,1149.40,1482,22,203.00,497.00,40.8,137.00,277.00,49.5,66.00,220.00,30.0,140.00,192.00,72.9,44.00,223.00,267.00,124.00,33.00,34.00,103.00,129.00,612.00,1216.40,1251.75,-484.00,3.00,0.00
1002984,21,2,2023,Memphis Grizzlies,MEM,3,2,5,1092.80,1200,12,191.00,427.00,44.7,145.00,262.00,55.3,46.00,165.00,27.9,127.00,173.00,73.4,61.00,173.00,234.00,118.00,60.00,24.00,88.00,95.00,555.00,1176.80,1171.50,128.00,0.00,0.00
1011176,21,1,2023,Memphis Grizzlies,MEM,33,21,54,12239.90,13009,51,2339.00,4984.00,46.9,1731.00,3215.00,53.8,608.00,1769.00,34.4,979.00,1361.00,71.9,704.00,1893.00,2597.00,1367.00,450.00,325.00,742.00,1086.00,6265.00,13014.90,13136.25,1030.00,52.00,5.00
1011182,4,1,2023,Miami Heat,MIA,30,25,55,11212.30,13274,51,2159.00,4764.00,45.3,1517.00,2850.00,53.2,642.00,1914.00,33.5,1015.00,1230.00,82.5,555.00,1724.00,2279.00,1293.00,468.00,160.00,693.00,1034.00,5975.00,11840.30,12064.25,55.00,45.00,2.00
1004781,4,2,2023,Miami Heat,MIA,4,1,5,1128.80,1200,0,198.00,459.00,43.1,123.00,244.00,50.4,75.00,215.00,34.9,98.00,123.00,79.7,61.00,163.00,224.00,140.00,54.00,24.00,75.00,119.00,569.00,1206.80,1218.00,235.00,2.00,0.00
1002983,15,2,2023,Milwaukee Bucks,MIL,0,5,5,974.40,1200,0,182.00,431.00,42.2,111.00,228.00,48.7,71.00,203.00,35.0,90.00,119.00,75.6,60.00,162.00,222.00,110.00,42.00,15.00,96.00,117.00,525.00,1031.40,1070.50,-285.00,1.00,0.00
1011861,15,1,2023,Milwaukee Bucks,MIL,37,17,54,11832.50,13059,42,2250.00,4861.00,46.3,1481.00,2716.00,54.5,769.00,2145.00,35.9,914.00,1241.00,73.7,631.00,2019.00,2650.00,1329.00,358.00,268.00,776.00,994.00,6183.00,12458.50,12868.00,735.00,82.00,3.00
1011188,16,1,2023,Minnesota Timberwolves,MIN,30,28,58,12504.70,13978,30,2483.00,5041.00,49.3,1788.00,3094.00,57.8,695.00,1947.00,35.7,1060.00,1374.00,77.1,520.00,1876.00,2396.00,1479.00,473.00,312.00,880.00,1270.00,6721.00,13289.70,13491.50,123.00,51.00,1.00
1004782,16,2,2023,Minnesota Timberwolves,MIN,4,1,5,1141.60,1200,0,207.00,449.00,46.1,150.00,275.00,54.5,57.00,174.00,32.8,103.00,139.00,74.1,33.00,205.00,238.00,134.00,53.00,23.00,71.00,115.00,574.00,1217.60,1220.50,110.00,2.00,0.00
1004779,23,2,2023,New Orleans Pelicans,NO,4,1,5,1132.50,1200,0,205.00,452.00,45.4,154.00,292.00,52.7,51.00,160.00,31.9,109.00,144.00,75.7,57.00,188.00,245.00,135.00,47.00,28.00,84.00,125.00,570.00,1207.50,1216.75,80.00,3.00,0.00
1011171,23,1,2023,New Orleans Pelicans,NO,29,27,56,12254.90,13589,43,2377.00,4954.00,48.0,1767.00,3245.00,54.5,610.00,1709.00,35.7,1103.00,1415.00,78.0,626.00,1861.00,2487.00,1451.00,478.00,235.00,799.00,1159.00,6467.00,12967.90,13149.75,545.00,44.00,0.00
1004780,6,2,2023,New York Knicks,NY,3,1,4,911.50,960,0,167.00,383.00,43.6,117.00,230.00,50.9,50.00,153.00,32.7,69.00,84.00,82.1,51.00,149.00,200.00,101.00,34.00,25.00,51.00,82.00,453.00,970.50,975.00,225.00,2.00,0.00
1011175,6,1,2023,New York Knicks,NY,30,26,56,11937.80,13648,47,2304.00,5025.00,45.9,1629.00,3065.00,53.1,675.00,1960.00,34.4,1111.00,1438.00,77.3,734.00,1905.00,2639.00,1266.00,352.00,224.00,674.00,1165.00,6394.00,12513.80,12823.75,499.00,53.00,0.00
1011179,18,1,2023,Oklahoma City Thunder,OKC,26,28,54,11926.90,13109,28,2357.00,5012.00,47.0,1693.00,3196.00,53.0,664.00,1816.00,36.6,971.00,1218.00,79.7,615.00,1757.00,2372.00,1337.00,447.00,268.00,704.00,1154.00,6349.00,12641.90,12780.50,255.00,31.00,2.00
