StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
905018,16,20001706,1,2022,Jake Layman,MIN,SF,1,33,151.70,227,51,30.00,73.00,41.1,22.00,38.00,57.9,8.00,35.00,22.9,13.00,18.00,72.2,6.00,30.00,36.00,9.00,7.00,5.00,10.00,12.00,81.00,163.70,162.50,-11.00,0.00,0.00
905019,18,20001999,1,2022,Shai Gilgeous-Alexander,OKC,SG,56,56,2281.10,1942,16,477.00,1052.00,45.3,388.00,755.00,51.4,89.00,297.00,30.0,328.00,405.00,81.0,37.00,241.00,278.00,331.00,71.00,46.00,154.00,142.00,1371.00,2398.10,2427.00,-263.00,6.00,1.00
905020,7,20002033,1,2022,Shake Milton,PHI,SG,6,55,874.90,1179,25,173.00,403.00,42.9,130.00,270.00,48.1,43.00,133.00,32.3,61.00,73.00,83.6,30.00,112.00,142.00,139.00,28.00,17.00,44.00,99.00,450.00,919.90,925.50,-29.00,0.00,0.00
905021,18,20002169,1,2022,Paul Watson Jr.,OKC,PG,3,9,83.40,156,12,12.00,35.00,34.3,6.00,9.00,66.7,6.00,26.00,23.1,1.00,2.00,50.0,3.00,24.00,27.00,8.00,3.00,3.00,4.00,10.00,31.00,89.40,89.75,-56.00,0.00,0.00
905022,13,20002535,1,2022,Jalen Smith,IND,PF,8,51,944.40,924,13,176.00,350.00,50.3,136.00,228.00,59.6,40.00,122.00,32.8,78.00,102.00,76.5,101.00,206.00,307.00,24.00,15.00,41.00,42.00,96.00,470.00,1000.40,1014.25,31.00,9.00,0.00
905023,16,20002603,1,2022,Nathan Knight,MIN,C,2,37,285.00,267,18,45.00,88.00,51.1,41.00,75.00,54.7,4.00,13.00,30.8,44.00,60.00,73.3,32.00,53.00,85.00,22.00,7.00,8.00,18.00,42.00,138.00,300.00,301.75,22.00,1.00,0.00
905024,2,20002671,1,2022,James Bouknight,CHA,SG,1,31,244.40,304,27,49.00,141.00,34.8,32.00,92.00,34.8,17.00,49.00,34.7,27.00,31.00,87.1,22.00,30.00,52.00,26.00,7.00,1.00,15.00,29.00,142.00,252.40,263.00,-50.00,0.00,0.00
905025,18,20002676,1,2022,Tre Mann,OKC,PG,26,60,1013.70,1365,34,231.00,588.00,39.3,133.00,316.00,42.1,98.00,272.00,36.0,65.00,82.00,79.3,25.00,146.00,171.00,91.00,47.00,12.00,71.00,102.00,625.00,1072.70,1106.75,-278.00,0.00,0.00
905026,6,20000679,1,2022,Evan Fournier,NY,SF,80,80,1725.30,2354,53,402.00,965.00,41.7,161.00,346.00,46.5,241.00,619.00,38.9,80.00,113.00,70.8,34.00,175.00,209.00,171.00,79.00,20.00,105.00,180.00,1125.00,1824.30,1908.75,-93.00,0.00,0.00
905027,20,20000681,1,2022,Aaron Gordon,DEN,PF,75,75,1977.80,2374,32,434.00,834.00,52.0,347.00,574.00,60.5,87.00,260.00,33.5,171.00,230.00,74.3,125.00,314.00,439.00,188.00,44.00,44.00,133.00,148.00,1126.00,2065.80,2118.75,321.00,6.00,0.00
905028,16,20001458,1,2022,D'Angelo Russell,MIN,PG,65,65,2128.20,2075,59,401.00,975.00,41.1,225.00,457.00,49.2,176.00,518.00,34.0,198.00,240.00,82.5,25.00,191.00,216.00,460.00,62.00,22.00,165.00,130.00,1176.00,2212.20,2327.50,211.00,12.00,0.00
905029,20,20001760,1,2022,Bryn Forbes,DEN,SG,2,75,891.10,1285,31,231.00,539.00,42.9,109.00,244.00,44.7,122.00,295.00,41.4,79.00,87.00,90.8,10.00,83.00,93.00,75.00,25.00,5.00,56.00,95.00,663.00,921.10,984.75,25.00,0.00,0.00
905030,1,20001858,1,2022,Kyle Kuzma,WAS,PF,66,66,2181.70,2202,36,423.00,936.00,45.2,295.00,561.00,52.6,128.00,375.00,34.1,156.00,219.00,71.2,70.00,491.00,561.00,233.00,42.00,57.00,169.00,128.00,1130.00,2280.70,2395.75,-279.00,24.00,1.00
905031,10,20002058,1,2022,Yuta Watanabe,TOR,SF,4,38,339.90,445,24,56.00,138.00,40.6,29.00,59.00,49.2,27.00,79.00,34.2,24.00,40.00,60.0,18.00,74.00,92.00,21.00,11.00,16.00,19.00,38.00,163.00,366.90,370.50,-51.00,2.00,0.00
905032,9,20002551,1,2022,Payton Pritchard,BOS,PG,2,71,832.30,998,43,160.00,373.00,42.9,59.00,128.00,46.1,101.00,245.00,41.2,21.00,21.00,100,32.00,102.00,134.00,139.00,25.00,6.00,41.00,61.00,442.00,863.30,910.00,64.00,0.00,0.00
905033,16,20002553,1,2022,Jaden McDaniels,MIN,PF,31,70,1254.10,1802,9,255.00,554.00,46.0,175.00,302.00,57.9,80.00,252.00,31.7,57.00,71.00,80.3,76.00,217.00,293.00,79.00,52.00,54.00,75.00,224.00,647.00,1360.10,1346.25,2.00,0.00,0.00
905034,21,20002560,1,2022,Xavier Tillman Sr.,MEM,C,2,54,631.00,701,37,98.00,216.00,45.4,88.00,167.00,52.7,10.00,49.00,20.4,46.00,71.00,64.8,66.00,94.00,160.00,62.00,49.00,15.00,34.00,63.00,252.00,695.00,661.00,-26.00,0.00,0.00
905035,1,20002651,1,2022,Corey Kispert,WAS,SF,36,77,1076.30,1801,4,234.00,514.00,45.5,122.00,194.00,62.9,112.00,320.00,35.0,54.00,62.00,87.1,53.00,156.00,209.00,85.00,35.00,22.00,50.00,93.00,634.00,1133.30,1167.75,40.00,0.00,0.00
905036,7,20002653,1,2022,Jaden Springer,PHI,SG,0,1,7.40,3,34,1.00,1.00,100,1.00,1.00,100,0.00,0.00,0,0.00,0.00,0,1.00,1.00,2.00,0.00,0.00,2.00,1.00,0.00,2.00,9.40,8.00,-8.00,0.00,0.00
905037,9,20000603,1,2022,Al Horford,BOS,PF,69,69,1902.00,2004,48,266.00,569.00,46.7,177.00,304.00,58.2,89.00,265.00,33.6,80.00,95.00,84.2,108.00,422.00,530.00,232.00,49.00,92.00,65.00,130.00,701.00,2043.00,2028.00,386.00,15.00,0.00
905038,19,20000864,1,2022,Ben McLemore,POR,SG,6,64,908.10,1284,53,216.00,539.00,40.1,65.00,122.00,53.3,151.00,417.00,36.2,72.00,88.00,81.8,12.00,91.00,103.00,59.00,38.00,10.00,55.00,103.00,655.00,956.10,1016.25,-352.00,0.00,0.00
905039,24,20001400,1,2022,Josh Richardson,SA,SF,7,65,1164.50,1599,42,234.00,534.00,43.8,132.00,288.00,45.8,102.00,246.00,41.5,96.00,108.00,88.9,42.00,143.00,185.00,115.00,56.00,29.00,66.00,116.00,666.00,1249.50,1257.75,138.00,0.00,0.00
905040,17,20001693,1,2022,Denzel Valentine,UTA,SF,0,24,139.90,221,58,25.00,66.00,37.9,6.00,19.00,31.6,19.00,47.00,40.4,0.00,0.00,0,9.00,33.00,42.00,11.00,8.00,0.00,12.00,20.00,69.00,147.90,157.50,-27.00,0.00,0.00
905041,19,20002007,1,2022,Anfernee Simons,POR,SG,30,57,1457.70,1679,24,353.00,797.00,44.3,174.00,355.00,49.0,179.00,442.00,40.5,103.00,116.00,88.8,26.00,125.00,151.00,221.00,30.00,6.00,115.00,110.00,988.00,1493.70,1615.25,-85.00,2.00,0.00
905042,11,20002200,1,2022,Javonte Green,CHI,PF,45,65,1052.20,1519,16,176.00,325.00,54.2,140.00,224.00,62.5,36.00,101.00,35.6,80.00,96.00,83.3,91.00,185.00,276.00,60.00,65.00,32.00,31.00,132.00,468.00,1149.20,1099.50,20.00,0.00,0.00
905043,21,20002318,1,2022,John Konchar,MEM,SG,7,72,1012.30,1290,8,135.00,262.00,51.5,83.00,136.00,61.0,52.00,126.00,41.3,27.00,49.00,55.1,87.00,242.00,329.00,109.00,45.00,22.00,29.00,90.00,349.00,1079.30,1075.25,92.00,3.00,1.00
905044,16,20002336,1,2022,Naz Reid,MIN,C,6,77,1244.70,1213,21,233.00,476.00,48.9,176.00,310.00,56.8,57.00,166.00,34.3,114.00,149.00,76.5,102.00,199.00,301.00,71.00,40.00,71.00,82.00,172.00,637.00,1355.70,1335.25,-91.00,4.00,0.00
905045,30,20002493,1,2022,Terence Davis,SAC,SG,11,30,522.80,535,7,113.00,267.00,42.3,64.00,118.00,54.2,49.00,149.00,32.9,36.00,44.00,81.8,11.00,83.00,94.00,40.00,25.00,11.00,33.00,70.00,311.00,558.80,568.50,60.00,0.00,0.00
905046,9,20002611,1,2022,Malik Fitts,BOS,PF,0,14,46.90,61,10,8.00,19.00,42.1,3.00,9.00,33.3,5.00,10.00,50.0,0.00,0.00,0,2.00,15.00,17.00,5.00,0.00,0.00,2.00,4.00,21.00,46.90,51.25,-19.00,0.00,0.00
905047,22,20002668,1,2022,Jalen Green,HOU,SG,67,67,1681.20,2135,36,406.00,954.00,42.6,249.00,496.00,50.2,157.00,458.00,34.3,188.00,236.00,79.7,33.00,193.00,226.00,176.00,44.00,18.00,135.00,103.00,1157.00,1743.20,1838.50,-519.00,0.00,0.00
905048,11,20000456,1,2022,DeMar DeRozan,CHI,SG,76,76,3152.20,2741,9,774.00,1535.00,50.4,724.00,1393.00,52.0,50.00,142.00,35.2,520.00,593.00,87.7,56.00,335.00,391.00,374.00,68.00,24.00,180.00,178.00,2118.00,3244.20,3295.75,77.00,6.00,0.00
905049,18,20000613,1,2022,Mike Muscala,OKC,PF,0,43,605.80,592,23,113.00,248.00,45.6,43.00,85.00,50.6,70.00,163.00,42.9,48.00,57.00,84.2,21.00,108.00,129.00,22.00,18.00,26.00,14.00,58.00,344.00,649.80,654.25,23.00,0.00,0.00
905050,19,20000754,1,2022,Cody Zeller,POR,C,0,27,332.00,353,25,51.00,90.00,56.7,51.00,86.00,59.3,0.00,4.00,0,38.00,49.00,77.6,50.00,75.00,125.00,22.00,8.00,6.00,19.00,56.00,140.00,346.00,347.75,-28.00,0.00,0.00
905051,8,20000849,1,2022,Goran Dragic,BKN,PG,8,21,375.20,497,46,57.00,151.00,37.7,41.00,88.00,46.6,16.00,63.00,25.4,27.00,33.00,81.8,14.00,52.00,66.00,86.00,18.00,4.00,34.00,45.00,157.00,397.20,403.50,6.00,0.00,0.00
905052,2,20001447,1,2022,Montrezl Harrell,CHA,PF,3,71,1738.70,1637,29,358.00,555.00,64.5,354.00,538.00,65.8,4.00,17.00,23.5,212.00,296.00,71.6,149.00,282.00,431.00,145.00,29.00,43.00,72.00,137.00,932.00,1810.70,1808.75,83.00,7.00,0.00
905053,30,20001683,1,2022,Domantas Sabonis,SAC,PF,61,62,2534.90,2133,36,443.00,773.00,57.3,404.00,648.00,62.3,39.00,125.00,31.2,246.00,332.00,74.1,201.00,551.00,752.00,323.00,59.00,27.00,195.00,203.00,1171.00,2620.90,2766.00,-12.00,46.00,5.00
905054,19,20001826,1,2022,Dennis Smith Jr.,POR,PG,4,37,572.60,638,29,79.00,189.00,41.8,73.00,162.00,45.1,6.00,27.00,22.2,42.00,64.00,65.6,20.00,68.00,88.00,132.00,45.00,12.00,51.00,52.00,206.00,629.60,605.50,-138.00,0.00,0.00
905055,21,20002585,1,2022,Sam Merrill,MEM,SG,0,6,37.40,57,50,8.00,24.00,33.3,1.00,1.00,100,7.00,23.00,30.4,2.00,4.00,50.0,1.00,6.00,7.00,4.00,0.00,0.00,2.00,3.00,25.00,37.40,42.25,-9.00,0.00,0.00
905056,12,20002726,1,2022,RJ Nembhard Jr.,CLE,SG,0,14,40.40,62,44,6.00,18.00,33.3,6.00,16.00,37.5,0.00,2.00,0,3.00,4.00,75.0,3.00,4.00,7.00,12.00,1.00,0.00,3.00,2.00,15.00,41.40,42.25,-7.00,0.00,0.00
905057,10,20002728,1,2022,Justin Champagnie,TOR,SF,0,36,199.90,279,39,31.00,67.00,46.3,21.00,39.00,53.8,10.00,28.00,35.7,9.00,9.00,100,37.00,35.00,72.00,11.00,8.00,4.00,8.00,32.00,81.00,211.90,212.50,49.00,0.00,0.00
905058,2,20001393,1,2022,Kelly Oubre Jr.,CHA,SF,12,76,1774.40,1994,54,410.00,932.00,44.0,219.00,379.00,57.8,191.00,553.00,34.5,126.00,189.00,66.7,79.00,223.00,302.00,84.00,77.00,31.00,67.00,189.00,1137.00,1882.40,1920.00,-25.00,1.00,0.00
905059,29,20001597,1,2022,Dario Saric,PHO,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
905060,17,20001844,1,2022,Donovan Mitchell,UTA,SG,67,67,2630.40,2264,13,617.00,1376.00,44.8,385.00,722.00,53.3,232.00,654.00,35.5,267.00,313.00,85.3,55.00,227.00,282.00,358.00,99.00,12.00,200.00,164.00,1733.00,2741.40,2865.00,276.00,3.00,0.00
905061,12,20001997,1,2022,Collin Sexton,CLE,PG,11,11,242.70,316,29,68.00,151.00,45.0,57.00,106.00,53.8,11.00,45.00,24.4,29.00,39.00,74.4,13.00,23.00,36.00,23.00,10.00,0.00,31.00,25.00,176.00,252.70,265.50,-30.00,0.00,0.00
905062,2,20002316,1,2022,Jalen McDaniels,CHA,PF,2,55,691.00,891,4,123.00,254.00,48.4,82.00,146.00,56.2,41.00,108.00,38.0,53.00,72.00,73.6,37.00,133.00,170.00,58.00,26.00,22.00,36.00,93.00,340.00,739.00,739.50,46.00,1.00,0.00
905063,7,20002546,1,2022,Tyrese Maxey,PHI,PG,74,75,2166.50,2650,38,483.00,995.00,48.5,351.00,686.00,51.2,132.00,309.00,42.7,213.00,246.00,86.6,26.00,214.00,240.00,321.00,55.00,32.00,88.00,156.00,1311.00,2253.50,2290.00,192.00,1.00,0.00
905064,14,20002563,1,2022,Saben Lee,DET,PG,0,37,532.90,603,42,69.00,177.00,39.0,55.00,117.00,47.0,14.00,60.00,23.3,56.00,71.00,78.9,18.00,69.00,87.00,107.00,36.00,12.00,36.00,44.00,208.00,580.90,563.75,-80.00,1.00,0.00
905065,17,20002597,1,2022,Trent Forrest,UTA,PG,6,60,496.80,765,27,76.00,155.00,49.0,71.00,128.00,55.5,5.00,27.00,18.5,38.00,48.00,79.2,23.00,76.00,99.00,106.00,30.00,6.00,48.00,43.00,195.00,532.80,528.25,78.00,0.00,0.00
905066,20,20002614,1,2022,Facundo Campazzo,DEN,PG,4,65,907.40,1182,28,107.00,296.00,36.1,49.00,103.00,47.6,58.00,193.00,30.1,60.00,78.00,76.9,23.00,94.00,117.00,220.00,63.00,23.00,67.00,124.00,332.00,993.40,978.75,-209.00,2.00,0.00
905067,18,20002665,1,2022,Josh Giddey,OKC,PG,54,54,1667.70,1698,42,281.00,670.00,41.9,225.00,457.00,49.2,56.00,213.00,26.3,56.00,79.00,70.9,98.00,323.00,421.00,345.00,51.00,20.00,171.00,88.00,674.00,1738.70,1832.25,-299.00,16.00,4.00
905068,14,20002716,1,2022,Balsa Koprivica,DET,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
905069,1,20000441,1,2022,Bradley Beal,WAS,SG,40,40,1519.30,1437,53,348.00,771.00,45.1,285.00,561.00,50.8,63.00,210.00,30.0,169.00,203.00,83.3,38.00,151.00,189.00,265.00,36.00,15.00,135.00,95.00,928.00,1570.30,1633.75,-102.00,4.00,0.00
905070,9,20000511,1,2022,Jabari Parker,BOS,PF,0,12,97.60,112,28,18.00,38.00,47.4,10.00,22.00,45.5,8.00,16.00,50.0,9.00,9.00,100,5.00,23.00,28.00,6.00,4.00,1.00,8.00,13.00,53.00,102.60,107.00,-7.00,0.00,0.00
905071,11,20000577,1,2022,Tristan Thompson,CHI,C,6,58,784.60,894,48,141.00,267.00,52.8,140.00,264.00,53.0,1.00,3.00,33.3,61.00,116.00,52.6,120.00,168.00,288.00,34.00,23.00,21.00,44.00,98.00,344.00,828.60,823.00,-68.00,1.00,0.00
905072,7,20000726,1,2022,Joel Embiid,PHI,C,68,68,3597.70,2295,56,666.00,1334.00,49.9,573.00,1083.00,52.9,93.00,251.00,37.1,654.00,803.00,81.4,146.00,650.00,796.00,285.00,76.00,99.00,214.00,181.00,2079.00,3772.70,3863.00,365.00,46.00,2.00
905073,29,20000828,1,2022,JaVale McGee,PHO,C,17,74,1446.20,1172,5,288.00,458.00,62.9,286.00,449.00,63.7,2.00,9.00,22.2,102.00,146.00,69.9,163.00,333.00,496.00,42.00,22.00,81.00,98.00,181.00,680.00,1549.20,1536.00,120.00,10.00,0.00
905074,21,20000875,1,2022,Steven Adams,MEM,C,75,76,1959.00,1998,0,210.00,384.00,54.7,210.00,383.00,54.8,0.00,1.00,0,108.00,199.00,54.3,349.00,411.00,760.00,256.00,65.00,60.00,115.00,153.00,528.00,2084.00,2075.50,353.00,14.00,0.00
905075,2,20001413,1,2022,Terry Rozier,CHA,PG,73,73,2415.00,2457,53,518.00,1167.00,44.4,296.00,574.00,51.6,222.00,593.00,37.4,150.00,176.00,85.2,56.00,259.00,315.00,326.00,93.00,25.00,96.00,119.00,1408.00,2533.00,2595.75,74.00,3.00,1.00
905076,14,20001847,1,2022,Frank Jackson,DET,PG,7,53,780.90,1162,22,194.00,483.00,40.2,108.00,204.00,52.9,86.00,279.00,30.8,86.00,104.00,82.7,19.00,68.00,87.00,55.00,27.00,9.00,38.00,89.00,560.00,816.90,847.25,-185.00,0.00,0.00
905077,17,20001913,1,2022,Royce O'Neale,UTA,SF,77,77,1455.10,2404,32,203.00,444.00,45.7,84.00,138.00,60.9,119.00,306.00,38.9,45.00,56.00,80.4,64.00,304.00,368.00,191.00,86.00,32.00,79.00,183.00,570.00,1573.10,1577.00,231.00,3.00,0.00
905078,22,20002213,1,2022,Jae'Sean Tate,HOU,SF,77,78,1843.00,2054,19,363.00,729.00,49.8,300.00,527.00,56.9,63.00,202.00,31.2,130.00,184.00,70.7,135.00,285.00,420.00,222.00,72.00,41.00,139.00,286.00,919.00,1956.00,1975.50,-406.00,7.00,0.00
905079,5,20002313,1,2022,Ignas Brazdeikis,ORL,SF,1,43,360.90,536,11,81.00,188.00,43.1,54.00,101.00,53.5,27.00,87.00,31.0,21.00,32.00,65.6,23.00,49.00,72.00,37.00,10.00,3.00,17.00,48.00,210.00,373.90,386.50,-171.00,0.00,0.00
905080,19,20002564,1,2022,Elijah Hughes,POR,SG,4,37,255.60,470,13,47.00,144.00,32.6,22.00,49.00,44.9,25.00,95.00,26.3,7.00,9.00,77.8,6.00,52.00,58.00,22.00,14.00,8.00,17.00,39.00,126.00,277.60,279.50,-230.00,0.00,0.00
905081,23,20002600,1,2022,Naji Marshall,NO,SF,3,55,612.40,733,16,109.00,269.00,40.5,88.00,164.00,53.7,21.00,105.00,20.0,74.00,93.00,79.6,38.00,104.00,142.00,62.00,33.00,8.00,46.00,69.00,313.00,653.40,654.50,-49.00,1.00,0.00
905082,23,20002700,1,2022,Trey Murphy III,NO,SF,2,62,611.40,863,26,109.00,277.00,39.4,38.00,91.00,41.8,71.00,186.00,38.2,45.00,51.00,88.2,47.00,100.00,147.00,38.00,23.00,7.00,16.00,60.00,334.00,641.40,662.25,-1.00,0.00,0.00
905083,9,20000560,1,2022,Marcus Smart,BOS,PG,71,71,1921.80,2295,54,300.00,717.00,41.8,181.00,357.00,50.7,119.00,360.00,33.1,142.00,179.00,79.3,41.00,228.00,269.00,416.00,119.00,18.00,160.00,160.00,861.00,2058.80,2077.75,442.00,2.00,0.00
905084,13,20000858,1,2022,T.J. Warren,IND,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
905085,17,20000860,1,2022,Rudy Gay,UTA,SF,1,55,861.40,1038,13,157.00,379.00,41.4,87.00,176.00,49.4,70.00,203.00,34.5,62.00,79.00,78.5,55.00,187.00,242.00,56.00,25.00,19.00,47.00,95.00,446.00,905.40,932.00,183.00,0.00,0.00
905086,21,20001430,1,2022,Tyus Jones,MEM,PG,23,73,1419.20,1548,51,249.00,552.00,45.1,169.00,347.00,48.7,80.00,205.00,39.0,54.00,66.00,81.8,17.00,159.00,176.00,324.00,66.00,2.00,46.00,32.00,632.00,1487.20,1494.00,255.00,2.00,0.00
905087,29,20001460,1,2022,Devin Booker,PHO,SG,68,68,2769.90,2342,36,662.00,1421.00,46.6,479.00,943.00,50.8,183.00,478.00,38.3,315.00,363.00,86.8,45.00,297.00,342.00,329.00,77.00,26.00,162.00,180.00,1822.00,2872.90,2967.00,469.00,5.00,0.00
905088,10,20001630,1,2022,Khem Birch,TOR,C,28,55,699.80,990,13,97.00,200.00,48.5,97.00,186.00,52.2,0.00,14.00,0,53.00,71.00,74.6,122.00,117.00,239.00,56.00,30.00,26.00,30.00,104.00,247.00,755.80,726.75,21.00,0.00,0.00
905089,24,20001679,1,2022,Dejounte Murray,SA,PG,68,68,3196.10,2365,6,573.00,1241.00,46.2,477.00,947.00,50.4,96.00,294.00,32.7,196.00,247.00,79.4,80.00,483.00,563.00,627.00,138.00,23.00,180.00,138.00,1438.00,3357.10,3440.25,49.00,39.00,13.00
905090,5,20001830,1,2022,Jonathan Isaac,ORL,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
905091,2,20002279,1,2022,P.J. Washington,CHA,PF,28,65,1446.90,1764,37,250.00,532.00,47.0,140.00,231.00,60.6,110.00,301.00,36.5,58.00,81.00,71.6,82.00,255.00,337.00,147.00,57.00,61.00,82.00,152.00,668.00,1564.90,1564.25,143.00,3.00,0.00
905092,12,20002530,1,2022,Isaac Okoro,CLE,SF,61,67,1106.70,1980,46,207.00,431.00,48.0,152.00,274.00,55.5,55.00,157.00,35.0,119.00,155.00,76.8,72.00,129.00,201.00,121.00,55.00,22.00,58.00,164.00,588.00,1183.70,1173.25,99.00,0.00,0.00
905093,14,20002532,1,2022,Killian Hayes,DET,PG,40,66,1235.50,1644,42,176.00,459.00,38.3,132.00,292.00,45.2,44.00,167.00,26.3,57.00,74.00,77.0,36.00,174.00,210.00,277.00,78.00,35.00,111.00,183.00,453.00,1348.50,1326.50,-367.00,2.00,0.00
905094,7,20002581,1,2022,Grant Riller,PHI,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
905095,6,20002681,1,2022,Quentin Grimes,NY,PG,6,45,509.80,786,28,95.00,235.00,40.4,23.00,46.00,50.0,72.00,189.00,38.1,13.00,19.00,68.4,24.00,70.00,94.00,44.00,31.00,11.00,28.00,72.00,275.00,551.80,564.50,-54.00,0.00,0.00
905096,23,20002732,1,2022,Jose Alvarado,NO,PG,1,54,794.00,833,54,131.00,294.00,44.6,99.00,184.00,53.8,32.00,110.00,29.1,36.00,53.00,67.9,25.00,75.00,100.00,152.00,71.00,7.00,40.00,73.00,330.00,872.00,836.50,143.00,1.00,0.00
905097,6,20000516,1,2022,Derrick Rose,NY,PG,4,26,588.10,634,23,122.00,274.00,44.5,85.00,182.00,46.7,37.00,92.00,40.2,30.00,31.00,96.8,21.00,57.00,78.00,103.00,22.00,12.00,39.00,15.00,311.00,622.10,630.00,92.00,0.00,0.00
905098,6,20000716,1,2022,Nerlens Noel,NY,C,12,25,390.70,561,59,32.00,60.00,53.3,32.00,57.00,56.1,0.00,3.00,0,21.00,30.00,70.0,48.00,93.00,141.00,23.00,30.00,31.00,20.00,67.00,85.00,451.70,407.75,-68.00,0.00,0.00
905099,29,20001437,1,2022,Cameron Payne,PHO,PG,12,58,1270.00,1273,23,240.00,587.00,40.9,169.00,376.00,44.9,71.00,211.00,33.6,75.00,89.00,84.3,24.00,151.00,175.00,282.00,40.00,17.00,103.00,119.00,626.00,1327.00,1370.25,148.00,3.00,0.00
905100,12,20001837,1,2022,Jarrett Allen,CLE,C,56,56,1908.40,1809,34,369.00,545.00,67.7,368.00,535.00,68.8,1.00,10.00,10.0,165.00,233.00,70.8,192.00,410.00,602.00,92.00,44.00,75.00,94.00,97.00,904.00,2027.40,2034.00,135.00,32.00,0.00
905101,20,20001988,1,2022,Michael Porter Jr.,DEN,PF,9,9,197.30,264,3,37.00,103.00,35.9,27.00,55.00,49.1,10.00,48.00,20.8,5.00,9.00,55.6,9.00,50.00,59.00,17.00,10.00,2.00,12.00,16.00,89.00,209.30,212.75,58.00,1.00,0.00
905102,23,20002274,1,2022,Jaxson Hayes,NO,PF,28,70,1218.50,1397,11,245.00,398.00,61.6,225.00,341.00,66.0,20.00,57.00,35.1,144.00,188.00,76.6,115.00,200.00,315.00,43.00,33.00,55.00,54.00,155.00,654.00,1306.50,1277.25,22.00,4.00,0.00
905103,7,20002288,1,2022,Matisse Thybulle,PHI,SG,50,66,1005.70,1685,2,150.00,300.00,50.0,105.00,156.00,67.3,45.00,144.00,31.2,34.00,43.00,79.1,42.00,109.00,151.00,75.00,115.00,71.00,39.00,158.00,379.00,1191.70,1055.25,87.00,0.00,0.00
905104,10,20002488,1,2022,Armoni Brooks,TOR,PG,11,54,555.60,841,24,98.00,289.00,33.9,24.00,40.00,60.0,74.00,249.00,29.7,18.00,21.00,85.7,20.00,83.00,103.00,62.00,28.00,11.00,27.00,74.00,288.00,594.60,611.25,-80.00,0.00,0.00
905105,16,20002523,1,2022,Anthony Edwards,MIN,SG,72,72,2469.10,2464,58,549.00,1245.00,44.1,334.00,643.00,51.9,215.00,602.00,35.7,220.00,280.00,78.6,62.00,281.00,343.00,275.00,105.00,46.00,190.00,164.00,1533.00,2620.10,2694.75,189.00,4.00,0.00
905106,7,20002574,1,2022,Isaiah Joe,PHI,SG,1,55,332.70,608,47,62.00,177.00,35.0,17.00,42.00,40.5,45.00,135.00,33.3,29.00,31.00,93.5,6.00,50.00,56.00,35.00,14.00,3.00,19.00,47.00,198.00,349.70,367.50,24.00,0.00,0.00
905107,12,20002588,1,2022,Lamar Stevens,CLE,SF,13,63,702.80,1014,50,156.00,319.00,48.9,138.00,254.00,54.3,18.00,65.00,27.7,53.00,75.00,70.7,47.00,117.00,164.00,44.00,31.00,18.00,41.00,106.00,383.00,751.80,740.50,-40.00,0.00,0.00
905108,11,20002674,1,2022,Ayo Dosunmu,CHI,SG,40,77,1391.80,2108,23,278.00,535.00,52.0,208.00,349.00,59.6,70.00,186.00,37.6,53.00,78.00,67.9,27.00,187.00,214.00,256.00,61.00,29.00,108.00,182.00,679.00,1481.80,1497.50,-199.00,4.00,0.00
905109,22,20002688,1,2022,Josh Christopher,HOU,SG,2,74,1077.20,1331,17,224.00,500.00,44.8,168.00,311.00,54.0,56.00,189.00,29.6,83.00,113.00,73.5,52.00,134.00,186.00,150.00,65.00,13.00,114.00,97.00,587.00,1155.20,1171.50,-272.00,0.00,0.00
