StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
898675,13,20001701,2,2022,Malcolm Brogdon,IND,PG,2,2,46.90,45,32,14.00,23.00,60.9,11.00,16.00,68.8,3.00,7.00,42.9,1.00,3.00,33.3,1.00,6.00,7.00,7.00,1.00,0.00,6.00,3.00,32.00,47.90,51.75,9.00,0.00,0.00
898676,13,20001707,2,2022,Caris LeVert,IND,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898677,22,20001747,2,2022,Danuel House Jr.,HOU,PF,2,3,32.30,55,56,3.00,18.00,16.7,3.00,11.00,27.3,0.00,7.00,0,1.00,2.00,50.0,5.00,9.00,14.00,5.00,2.00,0.00,3.00,3.00,7.00,34.30,34.50,-24.00,0.00,0.00
898678,6,20001762,2,2022,Wayne Selden,NY,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898679,11,20001796,2,2022,Derrick Jones Jr.,CHI,SF,0,2,22.50,26,1,5.00,9.00,55.6,5.00,6.00,83.3,0.00,3.00,0,2.00,2.00,100,2.00,3.00,5.00,3.00,0.00,0.00,0.00,3.00,12.00,22.50,22.75,18.00,0.00,0.00
898680,11,20001801,2,2022,Alex Caruso,CHI,SG,0,4,96.80,93,5,12.00,24.00,50.0,8.00,14.00,57.1,4.00,10.00,40.0,9.00,10.00,90.0,0.00,14.00,14.00,22.00,6.00,1.00,4.00,11.00,37.00,103.80,103.00,54.00,1.00,0.00
898681,22,20001820,2,2022,David Nwaba,HOU,SG,0,4,41.60,53,52,7.00,14.00,50.0,5.00,10.00,50.0,2.00,4.00,50.0,7.00,8.00,87.5,1.00,12.00,13.00,0.00,2.00,1.00,3.00,6.00,23.00,44.60,44.75,-8.00,0.00,0.00
898682,11,20001823,2,2022,Lonzo Ball,CHI,PG,4,4,124.40,115,11,16.00,37.00,43.2,7.00,17.00,41.2,9.00,20.00,45.0,1.00,4.00,25.0,2.00,20.00,22.00,18.00,10.00,7.00,5.00,3.00,42.00,141.40,132.50,88.00,0.00,0.00
898683,12,20001831,2,2022,Lauri Markkanen,CLE,PF,1,5,102.00,90,27,22.00,40.00,55.0,15.00,25.00,60.0,7.00,15.00,46.7,4.00,5.00,80.0,4.00,16.00,20.00,8.00,4.00,3.00,3.00,2.00,55.00,109.00,108.00,-11.00,0.00,0.00
898684,12,20001837,2,2022,Jarrett Allen,CLE,C,5,5,100.00,102,6,13.00,26.00,50.0,13.00,26.00,50.0,0.00,0.00,0,17.00,23.00,73.9,5.00,25.00,30.00,2.00,7.00,3.00,2.00,4.00,43.00,110.00,102.50,-34.00,0.00,0.00
898685,1,20001852,2,2022,Thomas Bryant,WAS,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898686,11,20001857,2,2022,Tony Bradley,CHI,C,0,1,7.90,9,24,2.00,5.00,40.0,2.00,5.00,40.0,0.00,0.00,0,0.00,0.00,0,1.00,1.00,2.00,1.00,0.00,0.00,0.00,2.00,4.00,7.90,8.00,-11.00,0.00,0.00
898687,1,20001858,2,2022,Kyle Kuzma,WAS,PF,4,4,90.90,103,53,17.00,42.00,40.5,6.00,15.00,40.0,11.00,27.00,40.7,4.00,7.00,57.1,2.00,20.00,22.00,9.00,4.00,0.00,6.00,9.00,49.00,94.90,100.50,3.00,0.00,0.00
898688,6,20001861,2,2022,Dwayne Bacon,NY,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898689,15,20001867,2,2022,Semi Ojeleye,MIL,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898690,21,20001873,2,2022,Dillon Brooks,MEM,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898691,8,20001875,2,2022,Edmond Sumner,BKN,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898692,22,20001901,2,2022,Daniel Theis,HOU,C,3,3,37.80,56,49,11.00,21.00,52.4,11.00,15.00,73.3,0.00,6.00,0,4.00,5.00,80.0,2.00,7.00,9.00,0.00,3.00,0.00,5.00,12.00,26.00,40.80,40.75,-37.00,0.00,0.00
898693,13,20001912,2,2022,Torrey Craig,IND,SF,1,4,55.10,78,22,7.00,23.00,30.4,4.00,10.00,40.0,3.00,13.00,23.1,2.00,2.00,100,2.00,11.00,13.00,7.00,3.00,2.00,0.00,6.00,19.00,60.10,57.25,-22.00,0.00,0.00
898694,15,20001986,2,2022,Grayson Allen,MIL,SG,3,4,72.90,89,37,16.00,34.00,47.1,5.00,10.00,50.0,11.00,24.00,45.8,2.00,2.00,100,1.00,16.00,17.00,3.00,0.00,2.00,1.00,3.00,45.00,74.90,79.75,8.00,0.00,0.00
898695,15,20001987,2,2022,Donte DiVincenzo,MIL,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898696,21,20001991,2,2022,Jaren Jackson Jr.,MEM,PF,4,4,125.30,108,14,26.00,56.00,46.4,12.00,27.00,44.4,14.00,29.00,48.3,6.00,8.00,75.0,8.00,21.00,29.00,5.00,3.00,5.00,5.00,13.00,72.00,133.30,136.25,71.00,0.00,0.00
898697,6,20001994,2,2022,Kevin Knox II,NY,SF,0,3,35.80,36,2,8.00,17.00,47.1,2.00,4.00,50.0,6.00,13.00,46.2,0.00,0.00,0,0.00,9.00,9.00,2.00,0.00,0.00,0.00,3.00,22.00,35.80,39.25,8.00,0.00,0.00
898698,12,20001997,2,2022,Collin Sexton,CLE,PG,3,3,51.40,77,51,14.00,41.00,34.1,8.00,26.00,30.8,6.00,15.00,40.0,9.00,14.00,64.3,1.00,6.00,7.00,6.00,3.00,0.00,15.00,1.00,43.00,54.40,62.25,-43.00,0.00,0.00
898699,11,20002002,2,2022,Troy Brown Jr.,CHI,SF,0,4,38.10,54,34,8.00,24.00,33.3,4.00,9.00,44.4,4.00,15.00,26.7,0.00,0.00,0,2.00,6.00,8.00,7.00,1.00,0.00,4.00,2.00,20.00,39.10,42.50,3.00,0.00,0.00
898700,1,20002005,2,2022,Aaron Holiday,WAS,PG,1,4,69.20,66,48,14.00,27.00,51.9,11.00,20.00,55.0,3.00,7.00,42.9,6.00,8.00,75.0,2.00,14.00,16.00,10.00,3.00,0.00,8.00,8.00,37.00,72.20,75.50,-23.00,0.00,0.00
898701,6,20002016,2,2022,Mitchell Robinson,NY,C,1,1,18.80,26,34,3.00,8.00,37.5,3.00,8.00,37.5,0.00,0.00,0,0.00,0.00,0,6.00,3.00,9.00,0.00,2.00,0.00,2.00,3.00,6.00,20.80,20.25,0.00,0.00,0.00
898702,22,20002021,2,2022,Khyri Thomas,HOU,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898703,21,20002029,2,2022,De'Anthony Melton,MEM,PG,3,5,122.00,95,9,19.00,47.00,40.4,9.00,21.00,42.9,10.00,26.00,38.5,6.00,6.00,100,1.00,19.00,20.00,14.00,12.00,1.00,3.00,5.00,54.00,135.00,129.50,56.00,0.00,0.00
898704,11,20002039,2,2022,Alize Johnson,CHI,PF,0,4,95.70,53,54,12.00,16.00,75.0,12.00,15.00,80.0,0.00,1.00,0,8.00,9.00,88.9,11.00,25.00,36.00,9.00,4.00,1.00,3.00,7.00,32.00,100.70,100.50,33.00,1.00,0.00
898705,13,20002122,2,2022,Kelan Martin,IND,PF,0,2,21.00,23,30,5.00,10.00,50.0,3.00,5.00,60.0,2.00,5.00,40.0,1.00,2.00,50.0,1.00,4.00,5.00,2.00,0.00,0.00,1.00,1.00,13.00,21.00,22.75,2.00,0.00,0.00
898706,15,20002193,2,2022,Elijah Bryant,MIL,PG,0,4,67.60,79,40,16.00,30.00,53.3,9.00,18.00,50.0,7.00,12.00,58.3,4.00,5.00,80.0,4.00,9.00,13.00,4.00,3.00,1.00,5.00,8.00,43.00,71.60,74.25,0.00,0.00,0.00
898707,11,20002200,2,2022,Javonte Green,CHI,PF,3,4,78.00,65,40,10.00,16.00,62.5,8.00,14.00,57.1,2.00,2.00,100,3.00,3.00,100,7.00,13.00,20.00,2.00,7.00,6.00,0.00,4.00,25.00,91.00,80.00,35.00,0.00,0.00
898708,22,20002213,2,2022,Jae'Sean Tate,HOU,SF,1,3,39.50,64,38,7.00,16.00,43.8,7.00,14.00,50.0,0.00,2.00,0,4.00,4.00,100,1.00,9.00,10.00,3.00,1.00,2.00,1.00,9.00,18.00,42.50,40.50,-18.00,0.00,0.00
898709,21,20002266,2,2022,Ja Morant,MEM,PG,4,4,122.70,101,35,31.00,50.00,62.0,29.00,40.00,72.5,2.00,10.00,20.0,20.00,27.00,74.1,4.00,12.00,16.00,19.00,2.00,2.00,17.00,6.00,84.00,126.70,133.00,73.00,0.00,0.00
898710,12,20002270,2,2022,Darius Garland,CLE,PG,4,4,62.20,95,5,12.00,30.00,40.0,6.00,13.00,46.2,6.00,17.00,35.3,5.00,7.00,71.4,0.00,6.00,6.00,16.00,5.00,0.00,14.00,3.00,35.00,67.20,72.50,-51.00,0.00,0.00
898711,6,20002272,2,2022,RJ Barrett,NY,SG,4,4,101.40,124,43,22.00,51.00,43.1,10.00,26.00,38.5,12.00,25.00,48.0,9.00,13.00,69.2,1.00,16.00,17.00,12.00,1.00,3.00,10.00,7.00,65.00,105.40,113.25,34.00,0.00,0.00
898712,21,20002273,2,2022,Jarrett Culver,MEM,SG,0,4,32.50,54,45,6.00,22.00,27.3,3.00,9.00,33.3,3.00,13.00,23.1,0.00,0.00,0,2.00,8.00,10.00,5.00,1.00,2.00,8.00,4.00,15.00,35.50,38.50,-30.00,0.00,0.00
898713,1,20002275,2,2022,Rui Hachimura,WAS,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898714,11,20002280,2,2022,Coby White,CHI,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898715,13,20002282,2,2022,Goga Bitadze,IND,C,0,4,51.50,55,46,8.00,22.00,36.4,2.00,5.00,40.0,6.00,17.00,35.3,3.00,5.00,60.0,1.00,9.00,10.00,1.00,1.00,7.00,3.00,7.00,25.00,59.50,56.50,-8.00,0.00,0.00
898716,21,20002283,2,2022,Brandon Clarke,MEM,PF,2,5,120.00,107,0,22.00,44.00,50.0,17.00,30.00,56.7,5.00,14.00,35.7,3.00,3.00,100,7.00,23.00,30.00,10.00,5.00,5.00,3.00,5.00,52.00,130.00,125.50,53.00,0.00,0.00
898717,22,20002295,2,2022,Kevin Porter Jr.,HOU,PG,4,4,103.70,115,56,21.00,58.00,36.2,11.00,32.00,34.4,10.00,26.00,38.5,13.00,20.00,65.0,3.00,8.00,11.00,17.00,5.00,1.00,12.00,6.00,65.00,109.70,115.25,-36.00,0.00,0.00
898718,12,20002296,2,2022,Dylan Windler,CLE,SF,0,3,49.20,63,25,8.00,15.00,53.3,3.00,5.00,60.0,5.00,10.00,50.0,2.00,4.00,50.0,3.00,8.00,11.00,6.00,2.00,1.00,2.00,3.00,23.00,52.20,53.25,3.00,0.00,0.00
898719,12,20002302,2,2022,Mfiondu Kabengele,CLE,PF,0,1,4.40,5,46,1.00,2.00,50.0,1.00,1.00,100,0.00,1.00,0,0.00,0.00,0,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,4.40,4.50,-2.00,0.00,0.00
898720,15,20002315,2,2022,Tremont Waters,MIL,PG,1,5,40.80,59,0,9.00,14.00,64.3,4.00,7.00,57.1,5.00,7.00,71.4,0.00,0.00,0,0.00,4.00,4.00,10.00,4.00,0.00,10.00,5.00,23.00,44.80,48.50,-6.00,0.00,0.00
898721,21,20002318,2,2022,John Konchar,MEM,SG,2,6,88.10,99,39,11.00,22.00,50.0,8.00,13.00,61.5,3.00,9.00,33.3,4.00,5.00,80.0,7.00,16.00,23.00,11.00,4.00,5.00,3.00,9.00,29.00,97.10,92.25,25.00,0.00,0.00
898722,12,20002324,2,2022,Kyle Guy,CLE,PG,0,1,6.50,10,13,2.00,4.00,50.0,2.00,2.00,100,0.00,2.00,0,1.00,2.00,50.0,0.00,0.00,0.00,1.00,1.00,0.00,2.00,1.00,5.00,7.50,7.50,-4.00,0.00,0.00
898723,1,20002329,2,2022,Daniel Gafford,WAS,PF,4,4,105.30,96,13,18.00,29.00,62.1,18.00,29.00,62.1,0.00,0.00,0,7.00,14.00,50.0,8.00,26.00,34.00,1.00,2.00,10.00,4.00,8.00,43.00,117.30,112.00,6.00,2.00,0.00
898724,12,20002333,2,2022,Dean Wade,CLE,PF,0,4,60.20,56,30,7.00,14.00,50.0,3.00,4.00,75.0,4.00,10.00,40.0,5.00,9.00,55.6,6.00,10.00,16.00,8.00,4.00,1.00,4.00,3.00,23.00,65.20,65.00,15.00,0.00,0.00
898725,15,20002341,2,2022,Justin Robinson,MIL,PG,0,5,55.30,84,56,12.00,29.00,41.4,7.00,15.00,46.7,5.00,14.00,35.7,2.00,2.00,100,1.00,8.00,9.00,9.00,2.00,0.00,4.00,5.00,31.00,57.30,60.25,-20.00,0.00,0.00
898726,12,20002342,2,2022,Tacko Fall,CLE,C,0,3,30.60,35,24,6.00,9.00,66.7,6.00,9.00,66.7,0.00,0.00,0,3.00,7.00,42.9,3.00,5.00,8.00,0.00,2.00,2.00,2.00,3.00,15.00,34.60,32.00,5.00,0.00,0.00
898727,13,20002356,2,2022,Oshae Brissett,IND,PF,0,4,43.80,61,26,7.00,23.00,30.4,3.00,9.00,33.3,4.00,14.00,28.6,3.00,7.00,42.9,0.00,9.00,9.00,2.00,3.00,2.00,1.00,6.00,21.00,48.80,46.75,-33.00,0.00,0.00
898728,21,20002387,2,2022,Shaq Buchanan,MEM,PG,0,1,12.30,11,32,3.00,10.00,30.0,3.00,7.00,42.9,0.00,3.00,0,1.00,2.00,50.0,1.00,3.00,4.00,1.00,0.00,0.00,1.00,2.00,7.00,12.30,13.00,-2.00,0.00,0.00
898729,11,20002391,2,2022,Tyler Cook,CHI,PF,0,2,9.80,11,43,2.00,6.00,33.3,2.00,6.00,33.3,0.00,0.00,0,1.00,4.00,25.0,0.00,4.00,4.00,0.00,0.00,0.00,0.00,2.00,5.00,9.80,10.00,-11.00,0.00,0.00
898730,11,20002457,2,2022,Matt Thomas,CHI,PG,0,4,31.50,38,51,7.00,19.00,36.8,2.00,4.00,50.0,5.00,15.00,33.3,3.00,4.00,75.0,0.00,0.00,0.00,5.00,1.00,1.00,2.00,4.00,22.00,33.50,35.00,10.00,0.00,0.00
898731,22,20002488,2,2022,Armoni Brooks,HOU,PG,0,4,37.10,54,12,9.00,20.00,45.0,0.00,0.00,0,9.00,20.00,45.0,3.00,4.00,75.0,1.00,2.00,3.00,3.00,1.00,0.00,3.00,1.00,30.00,38.10,43.25,-1.00,0.00,0.00
898732,11,20002529,2,2022,Patrick Williams,CHI,SF,0,1,18.60,22,2,2.00,6.00,33.3,0.00,3.00,0,2.00,3.00,66.7,0.00,0.00,0,1.00,2.00,3.00,2.00,2.00,1.00,0.00,2.00,6.00,21.60,19.75,3.00,0.00,0.00
898733,12,20002530,2,2022,Isaac Okoro,CLE,SF,5,5,55.80,94,51,9.00,23.00,39.1,7.00,16.00,43.8,2.00,7.00,28.6,8.00,13.00,61.5,4.00,5.00,9.00,6.00,5.00,2.00,6.00,11.00,28.00,62.80,60.25,-36.00,0.00,0.00
898734,6,20002533,2,2022,Obi Toppin,NY,PF,1,4,84.50,76,53,16.00,34.00,47.1,13.00,23.00,56.5,3.00,11.00,27.3,3.00,4.00,75.0,5.00,20.00,25.00,5.00,2.00,5.00,5.00,8.00,38.00,91.50,89.75,20.00,0.00,0.00
898735,1,20002534,2,2022,Deni Avdija,WAS,SF,0,3,40.70,59,10,5.00,13.00,38.5,3.00,6.00,50.0,2.00,7.00,28.6,2.00,6.00,33.3,2.00,14.00,16.00,5.00,1.00,0.00,2.00,6.00,14.00,41.70,43.50,-21.00,0.00,0.00
898736,6,20002550,2,2022,Immanuel Quickley,NY,PG,0,4,63.40,74,32,10.00,30.00,33.3,6.00,16.00,37.5,4.00,14.00,28.6,3.00,3.00,100,2.00,10.00,12.00,16.00,0.00,1.00,4.00,11.00,27.00,64.40,68.00,21.00,0.00,0.00
898737,21,20002555,2,2022,Desmond Bane,MEM,SG,4,5,102.10,114,28,24.00,54.00,44.4,13.00,26.00,50.0,11.00,28.00,39.3,1.00,1.00,100,4.00,9.00,13.00,15.00,4.00,3.00,10.00,10.00,60.00,109.10,113.25,38.00,0.00,0.00
898738,11,20002558,2,2022,Daniel Oturu,CHI,C,0,2,9.80,6,0,2.00,3.00,66.7,2.00,3.00,66.7,0.00,0.00,0,0.00,0.00,0,3.00,1.00,4.00,0.00,0.00,1.00,1.00,0.00,4.00,10.80,10.50,0.00,0.00,0.00
898739,21,20002560,2,2022,Xavier Tillman Sr.,MEM,C,2,6,89.70,97,0,11.00,30.00,36.7,9.00,19.00,47.4,2.00,11.00,18.2,2.00,4.00,50.0,7.00,19.00,26.00,11.00,7.00,4.00,6.00,6.00,26.00,100.70,95.00,20.00,0.00,0.00
898740,22,20002561,2,2022,Tyler Bey,HOU,PF,0,1,4.20,6,30,1.00,2.00,50.0,1.00,2.00,50.0,0.00,0.00,0,1.00,1.00,100,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,4.20,4.25,0.00,0.00,0.00
898741,15,20002569,2,2022,Jordan Nwora,MIL,PF,2,5,139.50,118,36,35.00,79.00,44.3,21.00,45.00,46.7,14.00,34.00,41.2,5.00,6.00,83.3,0.00,25.00,25.00,13.00,5.00,0.00,9.00,3.00,89.00,144.50,152.25,-1.00,0.00,0.00
898742,11,20002571,2,2022,Marko Simonovic,CHI,C,0,1,3.20,4,49,0.00,1.00,0,0.00,1.00,0,0.00,0.00,0,0.00,0.00,0,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,4.20,3.25,-7.00,0.00,0.00
898743,22,20002577,2,2022,Kenyon Martin Jr.,HOU,SF,0,4,63.40,54,39,12.00,22.00,54.5,11.00,19.00,57.9,1.00,3.00,33.3,2.00,9.00,22.2,9.00,8.00,17.00,6.00,4.00,1.00,3.00,5.00,27.00,68.40,66.25,-4.00,0.00,0.00
898744,1,20002578,2,2022,Cassius Winston,WAS,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898745,21,20002585,2,2022,Sam Merrill,MEM,SG,1,3,46.70,44,49,13.00,21.00,61.9,3.00,4.00,75.0,10.00,17.00,58.8,0.00,0.00,0,0.00,1.00,1.00,5.00,2.00,1.00,4.00,3.00,36.00,49.70,53.75,-4.00,0.00,0.00
898746,11,20002586,2,2022,Devon Dotson,CHI,PG,0,4,23.90,27,25,2.00,9.00,22.2,1.00,6.00,16.7,1.00,3.00,33.3,2.00,4.00,50.0,1.00,6.00,7.00,5.00,1.00,0.00,1.00,2.00,7.00,24.90,25.25,-6.00,0.00,0.00
898747,12,20002588,2,2022,Lamar Stevens,CLE,SF,0,4,42.40,61,55,9.00,22.00,40.9,9.00,20.00,45.0,0.00,2.00,0,2.00,5.00,40.0,4.00,13.00,17.00,2.00,0.00,2.00,5.00,3.00,20.00,44.40,45.75,28.00,0.00,0.00
898748,21,20002590,2,2022,Killian Tillie,MEM,PF,0,2,9.60,26,2,2.00,9.00,22.2,1.00,3.00,33.3,1.00,6.00,16.7,0.00,0.00,0,0.00,3.00,3.00,2.00,0.00,0.00,2.00,2.00,5.00,9.60,11.25,-9.00,0.00,0.00
898749,21,20002591,2,2022,Sean McDermott,MEM,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
898750,13,20002595,2,2022,Nate Hinton,IND,SG,0,3,10.70,23,12,1.00,4.00,25.0,0.00,1.00,0,1.00,3.00,33.3,0.00,1.00,0,0.00,6.00,6.00,1.00,1.00,0.00,3.00,2.00,3.00,11.70,13.00,1.00,0.00,0.00
898751,1,20002615,2,2022,Anthony Gill,WAS,PF,0,3,12.30,24,14,2.00,5.00,40.0,1.00,1.00,100,1.00,4.00,25.0,1.00,1.00,100,0.00,4.00,4.00,1.00,0.00,0.00,0.00,1.00,6.00,12.30,13.00,1.00,0.00,0.00
898752,15,20002622,2,2022,Javin DeLaurier,MIL,PF,0,4,18.80,55,6,2.00,6.00,33.3,2.00,4.00,50.0,0.00,2.00,0,2.00,6.00,33.3,4.00,5.00,9.00,0.00,2.00,0.00,2.00,8.00,6.00,20.80,20.25,1.00,0.00,0.00
898753,22,20002628,2,2022,Anthony Lamb,HOU,SF,0,1,1.40,6,30,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,1.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.40,2.00,0.00,0.00,0.00
898754,12,20002640,2,2022,Brodric Thomas,CLE,SG,0,1,2.20,7,14,1.00,3.00,33.3,1.00,1.00,100,0.00,2.00,0,0.00,0.00,0,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,2.20,2.75,0.00,0.00,0.00
898755,1,20002651,2,2022,Corey Kispert,WAS,SF,1,4,40.00,70,58,10.00,27.00,37.0,5.00,9.00,55.6,5.00,18.00,27.8,0.00,0.00,0,1.00,4.00,5.00,4.00,2.00,0.00,1.00,9.00,25.00,42.00,43.25,-19.00,0.00,0.00
898756,13,20002652,2,2022,Chris Duarte,IND,SG,2,4,91.10,92,13,22.00,49.00,44.9,16.00,30.00,53.3,6.00,19.00,31.6,5.00,7.00,71.4,4.00,9.00,13.00,11.00,3.00,2.00,6.00,6.00,55.00,96.10,97.75,3.00,0.00,0.00
898757,21,20002656,2,2022,Ziaire Williams,MEM,SF,1,5,72.60,114,3,13.00,40.00,32.5,10.00,24.00,41.7,3.00,16.00,18.8,12.00,15.00,80.0,5.00,8.00,13.00,8.00,5.00,1.00,8.00,9.00,41.00,78.60,78.75,33.00,0.00,0.00
898758,22,20002666,2,2022,Alperen Sengun,HOU,C,0,4,99.70,73,52,13.00,28.00,46.4,13.00,25.00,52.0,0.00,3.00,0,13.00,18.00,72.2,13.00,18.00,31.00,9.00,3.00,6.00,8.00,13.00,39.00,108.70,106.75,-12.00,1.00,0.00
898759,22,20002668,2,2022,Jalen Green,HOU,SG,3,4,80.50,112,31,16.00,47.00,34.0,10.00,21.00,47.6,6.00,26.00,23.1,15.00,18.00,83.3,1.00,14.00,15.00,9.00,3.00,0.00,10.00,8.00,53.00,83.50,89.25,-44.00,0.00,0.00
898760,12,20002669,2,2022,Evan Mobley,CLE,C,4,5,119.60,127,16,18.00,41.00,43.9,17.00,37.00,45.9,1.00,4.00,25.0,5.00,8.00,62.5,6.00,32.00,38.00,8.00,5.00,8.00,6.00,14.00,42.00,132.60,126.50,-7.00,1.00,0.00
898761,13,20002673,2,2022,Isaiah Jackson,IND,PF,0,4,64.00,56,39,13.00,19.00,68.4,11.00,13.00,84.6,2.00,6.00,33.3,1.00,2.00,50.0,6.00,9.00,15.00,2.00,5.00,4.00,4.00,11.00,29.00,73.00,67.75,-15.00,0.00,0.00
898762,11,20002674,2,2022,Ayo Dosunmu,CHI,SG,0,4,38.30,34,43,11.00,22.00,50.0,10.00,19.00,52.6,1.00,3.00,33.3,2.00,2.00,100,2.00,2.00,4.00,1.00,3.00,2.00,3.00,5.00,25.00,43.30,40.50,4.00,0.00,0.00
898763,22,20002675,2,2022,Usman Garuba,HOU,PF,0,4,21.30,30,23,3.00,8.00,37.5,2.00,5.00,40.0,1.00,3.00,33.3,0.00,0.00,0,4.00,5.00,9.00,1.00,1.00,1.00,2.00,0.00,7.00,23.30,23.25,8.00,0.00,0.00
898764,6,20002681,2,2022,Quentin Grimes,NY,PG,0,4,25.20,28,4,4.00,11.00,36.4,0.00,3.00,0,4.00,8.00,50.0,0.00,0.00,0,1.00,5.00,6.00,2.00,2.00,0.00,1.00,4.00,12.00,27.20,28.00,15.00,0.00,0.00
898765,22,20002688,2,2022,Josh Christopher,HOU,SG,0,4,60.50,53,28,14.00,29.00,48.3,11.00,18.00,61.1,3.00,11.00,27.3,7.00,8.00,87.5,2.00,13.00,15.00,5.00,3.00,1.00,11.00,11.00,38.00,64.50,68.25,6.00,0.00,0.00
898766,6,20002691,2,2022,Jericho Sims,NY,C,0,3,52.90,56,58,6.00,13.00,46.2,6.00,13.00,46.2,0.00,0.00,0,3.00,4.00,75.0,8.00,14.00,22.00,3.00,3.00,1.00,1.00,8.00,15.00,56.90,54.50,6.00,0.00,0.00
898767,6,20002692,2,2022,Miles McBride,NY,PG,0,3,0.50,9,14,0.00,2.00,0,0.00,0.00,0,0.00,2.00,0,0.00,0.00,0,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.50,1.00,-8.00,0.00,0.00
898768,1,20002696,2,2022,Isaiah Todd,WAS,PF,0,2,8.00,20,20,1.00,5.00,20.0,1.00,1.00,100,0.00,4.00,0,0.00,0.00,0,1.00,4.00,5.00,0.00,0.00,0.00,0.00,2.00,2.00,8.00,8.25,-3.00,0.00,0.00
898769,15,20002708,2,2022,Sandro Mamukelashvili,MIL,PF,1,5,88.60,111,20,16.00,38.00,42.1,13.00,27.00,48.1,3.00,11.00,27.3,7.00,12.00,58.3,13.00,20.00,33.00,6.00,1.00,2.00,8.00,8.00,42.00,91.60,97.25,-35.00,1.00,0.00
